Depmap ID,Expression Public 23Q2,Cell Line Name,Primary Disease,Lineage,Lineage Subtype
ACH-001627,1.0840642647884746,P4E6,Prostate Adenocarcinoma,Prostate,Prostate Adenocarcinoma
ACH-001628,1.4905701304462011,PEA1,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor
ACH-001630,1.4382928515791469,PEO1,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor
ACH-001632,0.9708536543404837,PEO4,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor
ACH-001634,4.228049047884462,PGA1,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma
ACH-001636,0.137503523749935,RAMOS,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma
ACH-001638,5.0895828931247085,RCK8,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma
ACH-001641,1.3045110418099528,SAT,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-001642,4.9593064897596575,SCC3,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma
ACH-001645,0.8399595874895318,SEKI,Melanoma,Skin,Melanoma
ACH-001647,0.1634987322828795,SHI1,Acute Myeloid Leukemia,Myeloid,Acute Myeloid Leukemia
ACH-001648,1.9523335663696857,SHMAC4,Prostate Adenocarcinoma,Prostate,Prostate Adenocarcinoma
ACH-001649,0.8399595874895318,SHMAC5,Prostate Adenocarcinoma,Prostate,Prostate Adenocarcinoma
ACH-001650,3.507160349117523,SISO,Cervical Adenocarcinoma,Cervix,Cervical Adenocarcinoma
ACH-001651,2.4776773275653072,SKGI,Cervical Squamous Cell Carcinoma,Cervix,Cervical Squamous Cell Carcinoma
ACH-001652,2.82781902461732,SKGII,Cervical Squamous Cell Carcinoma,Cervix,Cervical Squamous Cell Carcinoma
ACH-001653,3.0,SKGT2,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma
ACH-001654,2.912649864897204,SKGT4,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma
ACH-001655,3.2357270598380583,SKN,Uterine Sarcoma/Mesenchymal,Uterus,Uterine Sarcoma/Mesenchymal
ACH-001656,0.2016338611696504,SKNO1,Acute Myeloid Leukemia,Myeloid,Acute Myeloid Leukemia
ACH-001664,2.2898344651775093,SNU638,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma
ACH-001668,0.3219280948873623,SUSA,Non-Seminomatous Germ Cell Tumor,Testis,Non-Seminomatous Germ Cell Tumor
ACH-001669,0.7824085649273732,TANOUE,B-Lymphoblastic Leukemia/Lymphoma,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma
ACH-001670,0.0285691521967709,TASK1,Embryonal Tumor,CNS/Brain,Embryonal Tumor
ACH-001673,0.5558161550616396,TFK1,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-001674,0.01435529297707,TGW,Neuroblastoma,Peripheral Nervous System,Neuroblastoma
ACH-001677,0.1890338243900171,U2904,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma
ACH-001685,4.571676809970931,UHO1,Hodgkin Lymphoma,Lymphoid,Hodgkin Lymphoma
ACH-001687,1.6415460290875237,UMRC3,Renal Cell Carcinoma,Kidney,Renal Cell Carcinoma
ACH-001688,2.364572432295856,UMRC7,Renal Cell Carcinoma,Kidney,Renal Cell Carcinoma
ACH-001690,0.8399595874895318,UPCISCC026,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-001691,3.8094144442358986,UPCISCC029A,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-001692,2.007195501404204,UPCISCC040,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-001694,3.669026765509631,UPCISCC074,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-001696,1.01435529297707,UPCISCC111,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-001698,0.5849625007211562,UPCISCC116,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-001699,1.6040713236688608,UPCISCC131,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-001701,2.1795110502715103,UPCISCC200,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-001702,4.138323004056484,VAESBJ,Epithelioid Sarcoma,Soft Tissue,Epithelioid Sarcoma
ACH-001703,1.839959587489532,VAL,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma
ACH-001707,3.07210580048042,WAOSEL,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma
ACH-001709,0.9855004303048848,WSUNHL,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma
ACH-001711,0.01435529297707,PFSK1,Embryonal Tumor,CNS/Brain,Embryonal Tumor
ACH-001712,2.761285273361619,HS860T,Osteosarcoma,Bone,Osteosarcoma
ACH-001715,1.6415460290875237,CAL72,Osteosarcoma,Bone,Osteosarcoma
ACH-001716,0.0,GOTO,Neuroblastoma,Peripheral Nervous System,Neuroblastoma
ACH-001719,0.137503523749935,OCIC4P,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor
ACH-001735,0.6870606883398922,SEMK2,B-Lymphoblastic Leukemia/Lymphoma,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma
ACH-001736,0.8399595874895318,HB1119,B-Lymphoblastic Leukemia/Lymphoma,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma
ACH-001737,0.7739963251111731,CTV1DM,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma
ACH-001740,0.0565835283663675,RH28,Rhabdomyosarcoma,Soft Tissue,Rhabdomyosarcoma
ACH-001743,1.01435529297707,RC2,Rhabdomyosarcoma,Soft Tissue,Rhabdomyosarcoma
ACH-001745,1.1763227726404628,RHJT,Rhabdomyosarcoma,Soft Tissue,Rhabdomyosarcoma
ACH-001750,2.15704371014558,TTC442,Rhabdomyosarcoma,Soft Tissue,Rhabdomyosarcoma
ACH-001751,0.0,RH36,Rhabdomyosarcoma,Soft Tissue,Rhabdomyosarcoma
ACH-001765,0.0,RH4,Rhabdomyosarcoma,Soft Tissue,Rhabdomyosarcoma
ACH-001786,2.430285272977781,SNU1544,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-001791,4.283921772307617,LPS6,Liposarcoma,Soft Tissue,Liposarcoma
ACH-001793,5.106432077816929,LPS27,Liposarcoma,Soft Tissue,Liposarcoma
ACH-001794,2.403267722339301,93T449,Liposarcoma,Soft Tissue,Liposarcoma
ACH-001795,4.349082146391089,94T778,Liposarcoma,Soft Tissue,Liposarcoma
ACH-001796,0.722466024471091,95T1000,Liposarcoma,Soft Tissue,Liposarcoma
ACH-001799,5.286511557664227,LPS141,Liposarcoma,Soft Tissue,Liposarcoma
ACH-001802,3.6016965164809576,LPS853,Liposarcoma,Soft Tissue,Liposarcoma
ACH-001804,0.01435529297707,LPS510,Liposarcoma,Soft Tissue,Liposarcoma
ACH-001807,1.84799690655495,LPS067,Liposarcoma,Soft Tissue,Liposarcoma
ACH-001814,1.6040713236688608,OS252,Osteosarcoma,Bone,Osteosarcoma
ACH-001818,0.2868811477881615,C396,Osteosarcoma,Bone,Osteosarcoma
ACH-001819,0.01435529297707,MFM223,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma
ACH-001820,0.1763227726404629,COLO824,"Breast Neoplasm, NOS",Breast,"Breast Neoplasm, NOS"
ACH-001834,4.956985924612576,ICC10,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-001835,0.8399595874895318,ICC106,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-001836,4.828834649468056,ICC108,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-001838,4.390254956321868,ICC12,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-001839,0.3895668117627256,ICC137,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-001841,2.6158870739160567,ICC15,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-001842,3.6403895600549454,ICC2,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-001843,1.918386234446348,ICC3,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-001844,0.5945485495503542,ICC4,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-001845,2.1858665453113337,ICC5,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-001846,3.7070829917717054,ICC6,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-001848,2.786596361890807,ICC8,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-001849,4.370861740085285,ICC9,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-001850,3.305970520984386,G415,Intracholecystic Papillary Neoplasm,Biliary Tract,Intracholecystic Papillary Neoplasm
ACH-001852,1.1243281350022014,HKGZCC,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-001853,0.879705766282288,KMCH1,Hepatocellular Carcinoma plus Intrahepatic Cholangiocarcinoma,Liver,Hepatocellular Carcinoma plus Intrahepatic Cholangiocarcinoma
ACH-001856,2.097610796626422,RBE,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-001857,1.2868811477881614,SG231,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-001858,2.550900664647523,SSP25,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-001861,4.60584986719498,TGBC1TKB,Intracholecystic Papillary Neoplasm,Biliary Tract,Intracholecystic Papillary Neoplasm
ACH-001862,1.1043366598147355,TGBC52TKB,Ampullary Carcinoma,Ampulla of Vater,Ampullary Carcinoma
ACH-001863,1.722466024471091,TKKK,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-001864,1.84799690655495,YSCCC,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-001959,0.0,CCLP1,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-001960,1.0426443374084935,CCSW1,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-001961,1.3219280948873624,GB2,Intracholecystic Papillary Neoplasm,Biliary Tract,Intracholecystic Papillary Neoplasm
ACH-001970,9.207892851641333,MM253,Melanoma,Skin,Melanoma
ACH-001973,1.6507645591169022,MM485,Melanoma,Skin,Melanoma
ACH-001977,0.3785116232537298,NO36,Pleural Mesothelioma,Pleura,Pleural Mesothelioma
ACH-001982,1.7739963251111732,NZM3,Melanoma,Skin,Melanoma
ACH-001986,0.3561438102252753,NZM42,Melanoma,Skin,Melanoma
ACH-001990,0.3895668117627256,NZM7,Melanoma,Skin,Melanoma
ACH-001991,0.0840642647884745,NZOV9,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor
ACH-001992,3.6229303509201767,ONE58,Pleural Mesothelioma,Pleura,Pleural Mesothelioma
ACH-001993,0.5260688116675876,NALM16,B-Lymphoblastic Leukemia/Lymphoma,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma
ACH-001997,2.5185351389821804,ECC2,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-001999,5.013462259806563,9505BIK,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma
ACH-002001,1.070389327891398,A375SKINCJ1,Melanoma,Skin,Melanoma
ACH-002002,5.876516946564999,A375SKINCJ2,Melanoma,Skin,Melanoma
ACH-002003,0.5655971758542251,A375SKINCJ3,Melanoma,Skin,Melanoma
ACH-002004,0.7824085649273732,UACC62SKINCJ1,Melanoma,Skin,Melanoma
ACH-002005,2.007195501404204,SKMEL19,Melanoma,Skin,Melanoma
ACH-002011,0.4222330006830478,MP46,Ocular Melanoma,Eye,Ocular Melanoma
ACH-002014,0.8237493603082727,MEL270,Ocular Melanoma,Eye,Ocular Melanoma
ACH-002015,2.5310694927259543,MEL285,Ocular Melanoma,Eye,Ocular Melanoma
ACH-002016,1.292781749227846,MEL290,Ocular Melanoma,Eye,Ocular Melanoma
ACH-002017,1.516015147003665,OMM1,Ocular Melanoma,Eye,Ocular Melanoma
ACH-002018,1.584962500721156,OMM25,Ocular Melanoma,Eye,Ocular Melanoma
ACH-002019,3.1731274334806563,HOKUG,Glassy Cell Carcinoma of the Cervix,Cervix,Glassy Cell Carcinoma of the Cervix
ACH-002020,0.3103401206121505,SKGIIIA,Cervical Squamous Cell Carcinoma,Cervix,Cervical Squamous Cell Carcinoma
ACH-002021,5.043519493662743,T3M3,Gestational Trophoblastic Disease,Uterus,Gestational Trophoblastic Disease
ACH-002023,2.733354340613827,TGBC18TKB,Ampullary Carcinoma,Ampulla of Vater,Ampullary Carcinoma
ACH-002024,1.3103401206121503,ECC4,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-002025,0.7990873060740036,TT1TKB,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-002026,0.3895668117627256,HHUA,Endometrial Carcinoma,Uterus,Endometrial Carcinoma
ACH-002027,0.2016338611696504,HOUAI,Endometrial Carcinoma,Uterus,Endometrial Carcinoma
ACH-002029,2.950468414150123,SAS,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-002035,1.948600847493356,LCAM1,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-002038,0.6959938131099002,HSKTC,"Ovarian Cancer, Other",Ovary/Fallopian Tube,"Ovarian Cancer, Other"
ACH-002039,2.2839217723076177,PK8,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma
ACH-002040,1.1043366598147355,HMVII,Mucosal Melanoma of the Vulva/Vagina,Vulva/Vagina,Mucosal Melanoma of the Vulva/Vagina
ACH-002041,1.4222330006830477,HOTHC,Anaplastic Thyroid Cancer,Thyroid,Anaplastic Thyroid Cancer
ACH-002042,5.627898615871748,T3M5,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-002043,0.4436066514756146,CA922,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-002044,0.925999418556223,HSQ89,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-002045,0.5849625007211562,HO1U1,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-002046,3.8509993947164736,HTMMT,Endometrial Carcinoma,Uterus,Endometrial Carcinoma
ACH-002048,0.1243281350022017,RMSYM,Rhabdomyosarcoma,Soft Tissue,Rhabdomyosarcoma
ACH-002051,0.6135316529179271,LU134A,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor
ACH-002055,0.2630344058337938,TL1,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma
ACH-002059,0.6415460290875237,P30OHK,B-Lymphoblastic Leukemia/Lymphoma,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma
ACH-002061,0.2986583155645151,P2URK562,Myeloproliferative Neoplasms,Myeloid,Myeloproliferative Neoplasms
ACH-002062,5.817367437838646,SLVL,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma
ACH-002065,2.7845039829295666,HSPSS,Nerve Sheath Tumor,Peripheral Nervous System,Nerve Sheath Tumor
ACH-002066,1.0071955014042038,HSSCH2,Nerve Sheath Tumor,Peripheral Nervous System,Nerve Sheath Tumor
ACH-002067,0.3103401206121505,NOS1,Osteosarcoma,Bone,Osteosarcoma
ACH-002069,0.0,HSOS1,Osteosarcoma,Bone,Osteosarcoma
ACH-002070,5.709014864903272,HKBMM,Meningothelial Tumor,CNS/Brain,Meningothelial Tumor
ACH-002077,1.9818526532897407,LU165,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor
ACH-002080,0.0426443374084937,TN2,Neuroblastoma,Peripheral Nervous System,Neuroblastoma
ACH-002084,3.0250287944915226,MMAC,Melanoma,Skin,Melanoma
ACH-002291,0.5058909297299572,NTERA2CLD1,Non-Seminomatous Germ Cell Tumor,Testis,Non-Seminomatous Germ Cell Tumor
ACH-002446,0.0840642647884745,CCLFUPGI0005T,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma
ACH-002458,1.565597175854225,HT144SKINFV1,Melanoma,Skin,Melanoma
ACH-002459,2.408711861029429,HT144SKINFV3,Melanoma,Skin,Melanoma
ACH-002460,1.1375035237499351,HT144SKINFV2,Melanoma,Skin,Melanoma
ACH-002461,1.752748591407134,RVH421SKINFV1,Melanoma,Skin,Melanoma
ACH-002462,2.763411574470007,RPE1SS48,Non-Cancerous,Eye,Non-Cancerous
ACH-002463,3.5447326559326235,RPE1SS77,Non-Cancerous,Eye,Non-Cancerous
ACH-002464,1.9411063109464315,RPE1SS6,Non-Cancerous,Eye,Non-Cancerous
ACH-002465,2.438292851579147,RPE1SS119,Non-Cancerous,Eye,Non-Cancerous
ACH-002466,5.163498732282879,RPE1SS111,Non-Cancerous,Eye,Non-Cancerous
ACH-002467,3.8923910259134034,RPE1SS51,Non-Cancerous,Eye,Non-Cancerous
ACH-002471,0.0285691521967709,PSS008,Osteosarcoma,Bone,Osteosarcoma
ACH-002475,0.0426443374084937,HAP1,Myeloproliferative Neoplasms,Myeloid,Myeloproliferative Neoplasms
ACH-002485,0.411426245726465,MAVER1,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma
ACH-002486,0.5655971758542251,MESOV,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor
ACH-002508,0.5945485495503542,WM3211,Melanoma,Skin,Melanoma
ACH-002509,0.2141248053528473,WM4235,Melanoma,Skin,Melanoma
ACH-002510,3.0,M040416,Melanoma,Skin,Melanoma
ACH-002511,1.1953475983222193,M140325,Melanoma,Skin,Melanoma
ACH-002512,0.5058909297299572,MM160113,Melanoma,Skin,Melanoma
ACH-002523,0.632268215499513,SNU739,Hepatocellular Carcinoma,Liver,Hepatocellular Carcinoma
ACH-002526,1.4854268271702415,SNU1327,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-002531,4.94626298433245,SNU2535,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-002647,3.662205499653616,CCC5,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-002650,0.6870606883398922,ETCC016,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-002654,1.2265085298086795,JVE015,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-002659,0.0565835283663675,JVE127,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-002664,2.356143810225275,JVE253,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-002669,3.765534746362977,KP363T,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-002672,3.57773093149008,MAPACHS77,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma
ACH-002680,1.7865963618908067,170MGBA,Diffuse Glioma,CNS/Brain,Diffuse Glioma
ACH-002687,0.0840642647884745,WM3772F,Ocular Melanoma,Eye,Ocular Melanoma
ACH-002693,0.2868811477881615,S462,Nerve Sheath Tumor,Peripheral Nervous System,Nerve Sheath Tumor
ACH-002710,1.0840642647884746,MPNST724,Nerve Sheath Tumor,Peripheral Nervous System,Nerve Sheath Tumor
ACH-002730,0.6599245584023783,CCLFUPGI0009T,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma
ACH-002733,0.5558161550616396,CCLFUPGI0040T,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma
ACH-002736,0.01435529297707,CCLFUPGI0052T,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma
ACH-002738,2.1076878693143737,PANFR0420,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma
ACH-002742,0.4005379295837288,PANFR0233,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma
ACH-002743,1.8953026213333068,PANFR0368,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma
ACH-002744,0.2265085298086797,PANFR0402,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma
ACH-002745,0.3673710656485294,PANFR0069,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma
ACH-002757,0.722466024471091,CCLFUPGI0068T,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma
ACH-002785,5.005849075696688,NCCLMS1C1,Leiomyosarcoma,Soft Tissue,Leiomyosarcoma
ACH-002799,3.423578170981797,NCCMPNST1C1,Nerve Sheath Tumor,Peripheral Nervous System,Nerve Sheath Tumor
ACH-002800,1.655351828612554,NCCMPNST2C1,Nerve Sheath Tumor,Peripheral Nervous System,Nerve Sheath Tumor
ACH-002834,3.904002316283692,PSS131R,Osteosarcoma,Bone,Osteosarcoma
ACH-002835,0.2750070474998698,CCLFUPGI0011T,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma
ACH-002837,0.9486008474933558,CCLFUPGI0015T,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma
ACH-002839,1.097610796626422,CCLFCORE0002T,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-002847,1.2570106182060237,YUHOIN0650,Melanoma,Skin,Melanoma
ACH-002871,0.2630344058337938,CCLFUPGI0054T,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma
ACH-002883,0.7990873060740036,IPMBO053,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma
ACH-002884,2.1858665453113337,IPMBO055,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma
ACH-002885,0.4541758931858021,IPMBO056,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma
ACH-002922,0.8639384504239714,SKNMM,Neuroblastoma,Peripheral Nervous System,Neuroblastoma
ACH-002926,2.3015876466031866,UPMD1,Ocular Melanoma,Eye,Ocular Melanoma
ACH-002950,0.0285691521967709,NH93T,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma
ACH-002951,0.9107326619029126,NH84T,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma
ACH-002954,1.1043366598147355,CCLFUPGI0012T,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma
ACH-002967,1.15704371014558,CCLFUPGI0036T,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma
ACH-002968,0.1634987322828795,CCLFUPGI0041T,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma
ACH-002972,0.2750070474998698,CCLFUPGI0085T,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma
ACH-002979,1.613531652917927,CCLFUPGI0101T,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma
ACH-002981,0.3785116232537298,CCLFUPGI0027T,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma
